OBJECTID,Incident Name,Incident Type Category,Unique Fire Identifier,Daily Acres,Calculated Acres,Percent Contained,ICS209 Report Date Time,Fire Discovery Date Time,Discovery Acres,Point of Orgin County,Point of Orgin State,Cause,Cause General,Geographic Area Coordination Center,Total Incident Personnel,Incident Mgmt Organization,Mgmt Complexity,Residences Destroyed,Other Structures Destroyed,Injuries,Fatalities,Predominant Fuel Group,Predominant Fuel Model,Primary Fuel Model,Containment Date Time,Control Date Time,Final Acres,Is Valid,Fire Out Date Time,Modified On Date Time,Incident Type Kind,IRWIN ID,Global ID,Days Since Modified On Date,Days Since Fire Discovery Date,x,y
231,Pine Ridge Fire,WF,2024-OKOKS-240162,130,,100,2/28/2024 1:13:53 PM,2/24/2024 8:45:00 PM,,Adair,US-OK,Human,,SACC,11,Type 5 IC,Type 5 Incident,,,,,,,Hardwood Litter,,,,1,,2/28/2024 1:13:53 PM,FI,5e814ff9-2066-4c59-9c20-d9a42d38a0cd,504b374c-1cf7-40a4-b131-9951234075c7,4,7,-94.6725,35.7136111
232,Rx Liberty 0193,RX,2024-TXTXS-240193,759,,0,,2/23/2024 1:15:00 PM,759,Liberty,US-TX,Undetermined,,SACC,,,Type 1 Prescribed Fire,0,,,,,,,,,,1,,2/25/2024 5:04:16 AM,FI,304db0b2-f195-4509-9d9d-8fdffcc5f406,0c02d477-e4a9-469a-b7c5-47f2952d5a8e,7,9,-94.6567689999999,29.919091
233,Rx Walker 0199,RX,2024-TXTXS-240201,50,,0,,2/23/2024 2:45:00 PM,50,Walker,US-TX,Undetermined,,SACC,,,Type 1 Prescribed Fire,0,,,,,,,,,,1,,2/25/2024 5:04:53 AM,FI,34383ddc-bd1b-49ac-ab6b-fca73d2eb717,3a6c0628-2ceb-4e3a-803c-8462eb2afbc8,7,8,-95.46478,30.6863900000001
234,Rx Tyler 0196,RX,2024-TXTXS-240196,80,,0,,2/23/2024 2:00:00 PM,80,Tyler,US-TX,Undetermined,,SACC,,,Type 1 Prescribed Fire,0,,,,,,,,,,1,,2/25/2024 5:07:37 AM,FI,fb1a46f9-a794-4fc0-9969-f76cb012d325,2ac76202-5ca3-4ca3-a57e-f8da42db450a,7,8,-94.4041666699999,30.57811667
235,Rx Nacogdoches 0192,RX,2024-TXTXS-240192,100,,0,,2/23/2024 12:00:00 PM,100,Nacogdoches,US-TX,Undetermined,,SACC,,,Type 1 Prescribed Fire,0,,,,,,,,,,1,,2/25/2024 5:07:39 AM,FI,74904f26-7e9e-4466-9965-d79650ce4f9e,d4795c86-6ec0-4494-9329-8074412ec17b,7,9,-94.72689,31.53151
236,Rx Polk 0194,RX,2024-TXTXS-240195,184.14,,0,,2/23/2024 2:00:00 PM,184.14,Polk,US-TX,Undetermined,,SACC,,,Type 1 Prescribed Fire,0,,,,,,,,,,1,,2/25/2024 5:08:16 AM,FI,60ee5389-db4e-499b-9090-ea55ad49826f,06423b31-64e3-4cb2-b7a5-cf17e45996b1,7,8,-94.8063888899999,30.6713888900001
237,Rx Polk 0211,RX,2024-TXTXS-240211,40,,0,,2/23/2024 6:25:00 PM,40,Polk,US-TX,Undetermined,,SACC,,,Type 1 Prescribed Fire,0,,,,,,,,,,1,,2/25/2024 5:10:23 AM,FI,2f83bcb1-f13d-449b-abdf-cc20091292f7,646484ff-2022-41d3-bddc-cc72acd2e338,7,8,-95.0235479999999,30.8869060000001
238,Rx Polk 0209,RX,2024-TXTXS-240209,85,,0,,2/23/2024 4:15:00 PM,85,Polk,US-TX,Undetermined,,SACC,,,Type 1 Prescribed Fire,0,,,,,,,,,,1,,2/25/2024 5:10:57 AM,FI,f1a05aa1-6967-4140-ba5c-8eb3ab52b83a,60d88d0e-bd55-47c1-bc72-dff1072e652f,7,8,-94.6265,30.7057
239,Rx Jasper 0199,RX,2024-TXTXS-240199,68,,0,,2/23/2024 2:30:00 PM,68,Jasper,US-TX,Undetermined,,SACC,,,Type 1 Prescribed Fire,0,,,,,,,,,,1,,2/25/2024 5:11:32 AM,FI,18626de6-53cb-40a2-821a-98820e8abe64,28a7b661-76e6-4fbc-a374-6b45ab36d1bb,7,8,-93.93125,30.3877000000001
240,Rx Bowie 0147,RX,2024-TXTXS-240147,150,,0,,2/20/2024 2:14:00 PM,150,Bowie,US-TX,Undetermined,,SACC,,,Type 1 Prescribed Fire,0,,,,,,,,,,1,,2/25/2024 5:12:06 AM,FI,a6f345ff-be1e-4f38-9ba4-302df9306ef4,661aa320-f399-4451-bcd7-169fbd046408,7,11,-94.30416667,33.4016666700001
241,Rx Cherokee 0207,RX,2024-TXTXS-240207,150,,0,,2/23/2024 3:15:00 PM,150,Cherokee,US-TX,Undetermined,,SACC,,,Type 1 Prescribed Fire,0,,,,,,,,,,1,,2/25/2024 5:12:41 AM,FI,1fd81f6a-b301-49fc-a7ae-bff7371539c2,631cba6d-7245-4cda-b8b6-bc8f5e335cf8,7,8,-95.32077,31.7141300000001
242,Rx Anderson 0206,RX,2024-TXTXS-240206,200,,0,,2/23/2024 3:03:00 PM,200,Anderson,US-TX,Undetermined,,SACC,,,Type 1 Prescribed Fire,0,,,,,,,,,,1,,2/25/2024 5:13:16 AM,FI,4c8579aa-fc9d-409e-acff-114e1945b240,5df4e3e7-68b7-44f8-a2e2-4a9fc13c1f24,7,8,-95.5848,31.8065800000001
243,Rx Anderson 0194,RX,2024-TXTXS-240194,200,,0,,2/23/2024 2:00:00 PM,200,Anderson,US-TX,Undetermined,,SACC,,,Type 1 Prescribed Fire,0,,,,,,,,,,1,,2/25/2024 5:13:52 AM,FI,48d7be23-f5c7-488f-afd7-67148bb536d2,1e0c824b-5616-4722-a272-8d23e1a4712c,7,8,-95.696113,31.9456960000001
244,Rx Anderson 0198,RX,2024-TXTXS-240198,30,,0,,2/23/2024 2:15:00 PM,30,Anderson,US-TX,Undetermined,,SACC,,,Type 1 Prescribed Fire,0,,,,,,,,,,1,,2/25/2024 5:13:53 AM,FI,720c1638-0632-4b44-b4eb-489d65c9becd,e1462d31-f9be-4ff8-a9de-c2f6b4fef90c,7,8,-95.50013,31.76018
245,Rx Bowie 0200,RX,2024-TXTXS-240202,15,,0,,2/23/2024 2:00:00 PM,15,Bowie,US-TX,Undetermined,,SACC,,,Type 1 Prescribed Fire,0,,,,,,,,,,1,,2/25/2024 5:14:28 AM,FI,ea01ed0f-8769-4635-807b-d4a39bd6e8d3,c49ca5d6-1325-4457-a7b1-ab999c6272bb,7,8,-94.499626,33.5485410000001
246,BEANS,WF,2024-OKOMA-000435,75,,,,2/25/2024 12:40:00 AM,75,McIntosh,US-OK,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/25/2024 1:38:56 PM,FI,0e44b7e1-4b27-419a-88b0-d9f460142406,0c0447ec-a6c2-41cc-ad12-2698c53a7d16,7,7,-95.8791669999999,35.2119440000001
247,SEA Dudda Shop Central Rx 0201,RX,2024-FLSEA-000308,112,,,,2/1/2024 1:13:24 PM,,Broward,US-FL,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/25/2024 2:09:00 PM,FI,6646cb58-96fe-4463-b2a9-17823cbcf424,a33af720-3645-4493-b8f6-0f8773d0e912,6,31,-80.868167,26.2357170000001
248,RX Cavern 2,RX,2024-AROZF-000437,694,,,,2/25/2024 2:07:58 PM,694,Stone,US-AR,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/25/2024 8:17:26 PM,FI,12a99d65-2ef4-4a37-b871-cbab3dbb6462,d8d0307d-f861-4719-b736-666f6d8473e8,6,6,-92.2006,35.9703000000001
249,RX Little Fir 12 and 16,RX,2024-AROUF-000438,3949,,,,2/25/2024 2:11:00 PM,,Montgomery,US-AR,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/25/2024 10:21:09 PM,FI,c47db3ad-b702-406d-ae56-7ddae3c8d869,6965292c-874e-41f6-8ef7-1adcd57b132d,6,6,-93.471111,34.6141670000001
250,RX Twin Ponds,RX,2024-AROUF-000436,640,,,,2/25/2024 1:45:52 PM,,McCurtain,US-OK,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/25/2024 11:35:15 PM,FI,c06edeb8-36de-4413-993c-0804f8b488da,45d982cc-8455-476b-ba77-5487f0436488,6,6,-94.6743,34.389917
251,5 Mile Hollow,WF,2024-OKOKS-240172,300,,100,2/28/2024 1:21:05 PM,2/25/2024 8:00:00 AM,,Delaware,US-OK,Human,,SACC,4,Type 5 IC,Type 5 Incident,,,,,,,Hardwood Litter,,,,1,,2/28/2024 1:21:05 PM,FI,43a9104d-2714-485f-8921-c1ed16f9ebef,45709f47-bac8-4867-806e-9d560623da3f,4,7,-94.7499999999999,36.1958333000001
252,SEA SE1 Paul Bowers Pasture RX 0202,RX,2024-FLSEA-000334,159,,,,2/2/2024 2:41:30 PM,,Hendry,US-FL,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/25/2024 2:45:14 PM,FI,5a5a6ed5-979c-4460-959d-8cc4f1eb612b,28a42648-a2fd-4c86-a6d0-f87d929cd990,6,29,-80.886944,26.296389
253,SEA Pasture Unit 6 Rx 0202,RX,2024-FLSEA-000329,100,,,,2/2/2024 1:43:18 PM,,Collier,US-FL,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/25/2024 2:46:34 PM,FI,5c331447-0204-490b-a62a-691ac5a61514,fbbd8463-b094-46ff-aeb6-4d4a584906f7,6,29,-80.969238,26.0478380000001
254,SEA Pasture Unit 5 Rx 0202,RX,2024-FLSEA-000327,60,,,,2/2/2024 1:17:00 PM,,Collier,US-FL,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/25/2024 2:46:46 PM,FI,d66e3e6a-eacd-4135-86ef-471a97df30c7,d69143aa-6c54-47c0-805c-5b307096e2c9,6,30,-81.024167,26.16
255,SEA  RX NC4 Sunshines Frank's Pasture,RX,2024-FLSEA-000333,63,,,,2/2/2024 2:29:04 PM,,Hendry,US-FL,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/25/2024 2:47:13 PM,FI,aec849cc-67b9-4cd3-83d0-b3321a4a6300,6d9a710e-52bf-4f7e-afb3-f2a5ca3a1644,6,29,-80.893333,26.2991670000001
256,SEA Pasture Unit 5 Rx 0203,RX,2024-FLSEA-000340,120,,,,2/3/2024 12:29:24 PM,,Collier,US-FL,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/25/2024 2:52:16 PM,FI,8e3b1a89-8bf4-4412-9815-e0d3c36fdf69,3da65af5-47f5-4286-898d-c9ed7bf09dea,6,29,-81.024167,26.16
257,SEA SC4 Clifton Billie's Pasture Rx 0203,RX,2024-FLSEA-000349,135,,,,2/3/2024 1:54:10 PM,,Hendry,US-FL,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/25/2024 2:54:04 PM,FI,ac9026d8-6e4a-456d-aacb-681f536ae42b,0a699aa9-2446-4b93-bc41-c9ae760f2f7a,6,28,-80.904444,26.266944
258,RX Zing,RX,2024-AROZF-000443,1115,,,,2/25/2024 3:25:53 PM,,Van Buren,US-AR,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/26/2024 12:15:09 AM,FI,1d81b373-6f00-45a7-a5e0-fb546b15a2be,be58fd5d-bf34-4359-a3ae-8df2d96fde9b,6,6,-92.820894,35.492853
259,Red Oak Mountain Fire,WF,2024-OKOKS-240159,799,,100,2/28/2024 10:38:26 PM,2/24/2024 6:00:00 PM,,Latimer,US-OK,Human,,SACC,11,Type 4 IC,Type 4 Incident,,,,,,,Timber (Litter and Understory),,,,1,,2/28/2024 10:38:26 PM,FI,aed01a06-9ac9-4c3e-a204-edda14a2a4ec,b692e4b5-4052-4a63-8ed7-3573049971ce,3,7,-95.0813889,34.9675
260,Rock Station Fire,WF,2024-OKOKS-240167,390,,100,2/28/2024 10:44:23 PM,2/24/2024 9:15:00 PM,,Latimer,US-OK,Human,,SACC,3,Type 4 IC,Type 4 Incident,,,,,,,Hardwood Litter,,,,1,,2/28/2024 10:44:23 PM,FI,45101e40-5587-45f0-bd1f-ac6a1381ed12,f77b19f5-2699-4005-b7d5-ae3c0b1ea6c2,3,7,-95.2941666999999,34.7536111000001
261,SEA Pasture 5 Rx 0207,RX,2024-FLSEA-000398,137,,,,2/7/2024 1:44:00 PM,,Broward,US-FL,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/25/2024 4:53:50 PM,FI,90e4e4b8-8b4c-498c-a728-64641390d860,320163a5-c061-4ecb-80ee-16b152541cc0,6,24,-80.833333,26.21435
262,Holly Springs Cpt 15 RX,RX,2024-MSMNF-000137,1082,,,,2/25/2024 3:42:00 PM,,Tippah,US-MS,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/26/2024 2:39:25 AM,FI,789eb5e7-2d6e-4d1a-b98e-5841ca6677f1,9cb1d07b-259e-41e0-9cd8-04d72f534827,6,6,-88.9894,34.8861000000001
263,Rx San Jacinto 0173,RX,2024-TXTXS-240173,950,,0,,2/21/2024 2:15:00 PM,950,San Jacinto,US-TX,Undetermined,,SACC,,,Type 1 Prescribed Fire,0,,,,,,,,,,1,,2/25/2024 5:42:37 PM,FI,58ffb088-1476-4546-b25f-4e149da4ad4d,e7cb4872-88e0-44f4-88ad-29db45f39f5d,6,10,-95.334685,30.6390020000001
264,SEA Cow Pen Pasture 6 Rx 0209,RX,2024-FLSEA-000440,134,,,,2/9/2024 1:19:38 PM,,Broward,US-FL,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/25/2024 5:50:29 PM,FI,b0223ba1-7eca-4a59-9938-5a1e8d36e364,0e37dc6c-80ae-4a6f-99aa-554a4d31beba,6,23,-80.8357829999999,26.2278670000001
265,SEA Radio Tower North Rx 0225,RX,2024-FLSEA-000667,30,,,,2/25/2024 12:51:10 PM,,Broward,US-FL,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/25/2024 5:57:10 PM,FI,7ef708ee-80de-4067-8d42-236bd2eaaf0e,f6d0df41-cd81-4295-9620-3946f2b742c6,6,7,-80.8723669999999,26.22635
266,SEA CW 19 Sydney Gore Rx 0209,RX,2024-FLSEA-000448,59,,,,2/9/2024 4:13:55 PM,,Collier,US-FL,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/28/2024 2:17:29 PM,FI,443e7664-fd11-4497-b13d-dadf92504cd6,87d11888-bda3-46d1-ac39-31227784dd5b,3,22,-81.094722,26.21435
267,Tift Ethridge Rd.,WF,2024-GAGAS-062401,15,,100,2/25/2024 6:25:50 PM,2/24/2024 7:29:00 PM,,Tift,US-GA,Human,,SACC,13,Type 5 IC,Type 5 Incident,,,,,,,Southern Rough,,,,1,,2/25/2024 6:25:51 PM,FI,46c6eeaa-5b9c-4c16-82c5-eacecafaaa6a,2b59884c-8e1a-46ff-86e7-79cf50fe9d33,6,7,-83.6080555999999,31.5605556
268,Walker,WF,2024-AROUF-000453,1844,855.3125,100,3/1/2024 9:20:53 PM,2/25/2024 6:31:00 PM,0.1,Le Flore,US-OK,Undetermined,,SACC,11,Type 4 IC,Type 4 Incident,,,,,,,Timber (Litter and Understory),,,,1,,3/2/2024 11:34:05 PM,FI,286f05df-75c8-4649-8c36-7f02b88973bb,1520e8c8-3168-4a0d-933b-34e41a955f55,0,6,-94.5358333,34.8325
269,BNK ROCKHOUSE RX,RX,2024-ALALF-240113,1029,,,,2/25/2024 1:53:46 PM,1,Winston,US-AL,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/27/2024 3:17:28 AM,FI,0074b444-044a-45e2-9c23-93d63354d6cf,3b6e4218-55c0-45eb-ad42-56d57e388689,5,6,-87.3504,34.0957000000001
270,Possum Hollow Fire,WF,2024-OKOKS-240171,507,,100,3/1/2024 12:45:33 AM,2/25/2024 3:00:00 AM,,Latimer,US-OK,Human,,SACC,10,Type 5 IC,Type 5 Incident,,,,,,,Timber (Grass and Understory),,,,1,,3/1/2024 12:45:33 AM,FI,bccc89a5-a0fd-418f-a68c-c21f6ee85516,d20ed99a-aade-4692-86c6-94ff443b8f61,2,7,-95.2713889,34.8500000000001
271,Haw,WF,2024-AROUF-000455,855,855.3125,100,3/2/2024 12:11:20 AM,2/25/2024 7:26:00 PM,350,Le Flore,US-OK,Undetermined,,SACC,21,Type 4 IC,Type 4 Incident,,,,,,,Timber (Litter and Understory),,,,1,,3/2/2024 12:11:20 AM,FI,2e8e3697-21f2-4057-a9c6-01758d736452,5377c2d1-84c7-4767-970c-a6c2df888695,1,6,-94.475778,34.807333
272,Fullerton,WF,2024-LALAS-000067,65,,,,2/25/2024 8:45:58 PM,0.1,Vernon,US-LA,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/27/2024 11:02:07 PM,FI,8de5159f-8ab4-4c73-92a6-cefdb72caabc,37baf242-2e81-4f46-a7f1-af4bf1885d1b,4,6,-92.978783,31.0022000000001
273,West Monument Creek,WF,2024-COAFQ-000140,165.9,,,,2/25/2024 8:51:29 PM,3,El Paso,US-CO,Human,,RMCC,,,,,,,,,,,,,,1,,2/27/2024 3:41:27 PM,FI,097244b4-b602-4d6a-8bd9-7dfd986677f7,914c001d-20f7-43bf-b028-c9bb3f2f521e,4,6,-104.880869,38.974501
274,WAUCHULA ROAD,WF,2024-FLFLS-1500063,1,,100,3/3/2024 2:14:05 AM,2/25/2024 7:30:00 PM,,Manatee,US-FL,Human,,SACC,1,Type 5 IC,Type 5 Incident,,2,,,,,Southern Rough,,,,1,,3/3/2024 2:14:06 AM,FI,630ebdb6-2239-4620-a19c-dceb6446810e,cdb15e9d-3af5-4558-b055-6f7c265e46c9,0,6,-82.1127777999999,27.4444444000001
275,RX Hot Springs Mountain RX,RX,2024-ARHOP-000470,100,,,,2/26/2024 1:32:44 AM,,Garland,US-AR,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/27/2024 12:47:03 AM,FI,fe6e9335-582a-4d03-8aff-9a2767c22f4e,46f72309-6e69-432b-a11a-fa686ced476a,5,6,-93.0451169999999,34.5193
276,Trace- Midway,WF,2024-MSNAP-000144,108,,,,2/26/2024 12:02:06 AM,1,Claiborne,US-MS,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/27/2024 11:52:26 PM,FI,dae5e210-81cd-4d0d-896f-887bf8e6bfae,3dd8a754-69cc-47d4-9b2d-4f8447a625ea,4,6,-90.797139,32.088111
277,Hickman - Railroad Lane,WF,2024-TNTNS-240190,92,,100,,2/25/2024 10:35:00 PM,92,Hickman,US-TN,Undetermined,,SACC,,,Type 5 Incident,,,,0,,,,,,,1,,2/26/2024 3:55:55 AM,FI,03f70b44-b050-4c97-ad3d-f7d95229477d,74404979-d255-4e14-9827-2babc1f2faef,6,6,-87.37768333,35.9328333300001
278,Sandy,WF,2024-SDPRA-000006,50,,,,2/25/2024 9:00:00 PM,,Oglala Lakota,US-SD,Undetermined,Undetermined (remarks required),RMCC,,,,,,,,,,,,,,1,,2/26/2024 4:17:08 AM,FI,8e630275-2742-479c-8fd7-cdd9f49fd9b1,a22f8ae4-8ee8-405c-9015-8bf24e7e75f2,6,6,-102.09554576,43.0249929300001
279,RX Railroad 1 2,RX,2024-AROUF-000472,278,,,,2/26/2024 12:50:16 PM,,Polk,US-AR,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/26/2024 9:06:24 PM,FI,8221adfa-e5c3-4671-b0b1-24e6b41d071c,e102dd54-6347-49a0-831f-d67ddf6c6fa5,5,6,-94.243611,34.659167
280,ROUND HORSE,WF,2024-OKOSA-000476,22,,,,2/25/2024 5:45:00 PM,22,Osage,US-OK,Human,,SACC,,,,,,,,,,,,,,1,,2/26/2024 1:12:12 PM,FI,22813dea-d232-4b7c-b206-99211aa2bb7b,a66a7e57-d2ad-454a-855c-12a10fd8a639,6,6,-96.062047,36.3962540000001
281,RX Little Bear 3,RX,2024-AROUF-000475,2811,,,,2/26/2024 1:08:06 PM,,Saline,US-AR,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/26/2024 10:40:50 PM,FI,9d6df04b-3291-49fa-85cb-85e65f917d74,4396f021-1889-4b79-abd7-32fcecadc8bf,5,6,-93.0535639999999,34.820569
282,RX Mountain Creek,RX,2024-AROZF-000481,2000,,,,2/26/2024 1:26:44 PM,,Franklin,US-AR,Undetermined,,SACC,,,,,,,,,,,,,,1,,3/1/2024 2:22:14 PM,FI,bb93079b-45ff-42f3-9eb5-ccb3e3d28b67,ec8322a5-0a0c-46f9-92dc-ef40264493c5,1,6,-93.773606,35.6975630000001
283,RX Crystal Mtn Charlton  Eastern 1 North,RX,2024-AROUF-000478,3862,,,,2/26/2024 1:19:00 PM,,Garland,US-AR,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/27/2024 2:55:45 AM,FI,505e71cf-2bf4-4cea-a64b-c8b35c0437e2,80723fa5-bb7e-4975-9d27-48cd86bba0c7,5,6,-93.3733329999999,34.529722
284,TOWER BLIND,WF,2024-OKOSA-000484,11,,,,2/25/2024 8:22:00 PM,11,Osage,US-OK,Human,,SACC,,,,,,,,,,,,,,1,,2/26/2024 1:48:44 PM,FI,976ce57a-561b-411d-9926-beaaefa6eafe,08e6ee86-c98a-41d9-85b5-4ee0554ef856,5,6,-96.970875,36.658108
285,Ashton,WF,2024-TXTXF-000123,117,,99,2/27/2024 2:30:02 PM,2/26/2024 12:36:00 AM,30,Shelby,US-TX,Undetermined,,SACC,8,Type 5 IC,Type 5 Incident,,,,,,,Timber (Grass and Understory),,,,1,,2/27/2024 2:30:02 PM,FI,4d22d281-dce7-4b23-952b-c3ec18d212c5,e754b8fa-9805-4e9c-adae-2db2ac1735cd,4,6,-93.9830555999999,31.8883333000001
286,Rx Cooke 0208,RX,2024-TXTXS-240208,150,,0,,2/23/2024 3:52:00 PM,150,Cooke,US-TX,Undetermined,,SACC,,,Type 1 Prescribed Fire,0,,,,,,,,,,1,,2/26/2024 2:05:16 PM,FI,7a7059a0-88a2-4c94-bc97-520d8b04fd17,4bf4dc7b-405e-48af-8d83-4e9ff4ce8fe6,5,8,-97.0447359999999,33.4215290000001
287,RX Randall 0199,RX,2024-TXTXS-240203,268,,0,,2/23/2024 2:48:12 PM,268,Randall,US-TX,Undetermined,,SACC,,,Type 1 Prescribed Fire,0,,,,,,,,,,1,,2/26/2024 2:05:17 PM,FI,9043d983-a5f3-41ab-b3a3-b0d2713ae3f8,e195b97e-3df1-4784-8b9b-58804cdf3b41,5,8,-101.7227,35.1130000000001
288,Rx Clay 0199,RX,2024-TXTXS-240200,71,,0,,2/23/2024 2:48:09 PM,71,Clay,US-TX,Undetermined,,SACC,,,Type 1 Prescribed Fire,0,,,,,,,,,,1,,2/26/2024 2:05:19 PM,FI,5a11c004-bc1e-44cc-ab60-cbc8040b71f1,d8d4160e-78e3-40c0-883a-fc363a276563,5,8,-98.0137999999999,33.5306
289,RX Gillespie 0204,RX,2024-TXTXS-240205,1100,,0,,2/23/2024 2:53:53 PM,1100,Gillespie,US-TX,Undetermined,,SACC,,,Type 1 Prescribed Fire,0,,,,,,,,,,1,,2/26/2024 2:05:58 PM,FI,1fa02c65-37f2-40ac-8f78-445806686b17,0f91eb40-a770-4fed-8703-df4819953b5f,5,8,-99.2417139999999,30.1493310000001
290,Rx Burleson 0204,RX,2024-TXTXS-240204,162,,0,,2/23/2024 2:57:47 PM,162,Burleson,US-TX,Undetermined,,SACC,,,Type 1 Prescribed Fire,0,,,,,,,,,,1,,2/26/2024 2:05:59 PM,FI,f44b2670-c777-4800-8b53-27b3410ae61d,5d5199fa-a658-4024-90b0-912f17143497,5,8,-96.617246,30.3165500000001
291,RX Leon 0210,RX,2024-TXTXS-240210,200,,0,,2/23/2024 4:35:23 PM,200,Leon,US-TX,Undetermined,,SACC,,,Type 1 Prescribed Fire,0,,,,,,,,,,1,,2/26/2024 2:06:00 PM,FI,211d19e0-5290-4e2f-8f7f-179fdc137c3a,6815982d-ede2-4ab3-ad8e-0052049b6115,5,8,-95.9878399999999,31.2056890000001
292,Mifflin RX,RX,2024-INHOF-240016,123,,,,2/25/2024 1:18:16 AM,123,Crawford,US-IN,Undetermined,,EACC,,,,,,,,,,,,,,1,,2/26/2024 2:08:52 PM,FI,34c10585-2030-41d4-9070-6d3c9dc598ee,03aba5f2-c0ac-4db1-a413-af912c0249d1,5,7,-86.52431,38.294291
293,Murray Hill Rx,RX,2024-MOMTF-000101,288,,,,2/25/2024 2:59:47 PM,288,Washington,US-MO,Undetermined,,EACC,,,,,,,,,,,,,,1,,2/26/2024 2:10:05 PM,FI,7493edc3-1286-44e8-a0de-7ca2262d0110,2d9b8fc4-834d-4e96-8cbf-4498f5de239f,5,6,-91.0261389999999,37.8134170000001
294,FLW Range Complex RX,RX,2024-MOMTF-000100,2313,,,,2/25/2024 1:59:54 PM,2313,Pulaski,US-MO,Undetermined,,EACC,,,,,,,,,,,,,,1,,2/26/2024 2:11:55 PM,FI,bfdf93f2-63e1-448d-a564-bacadb812012,b6dac8e1-2666-4a40-b03e-b33ef8ce306d,5,6,-92.239,37.626
295,Copper Mtn. Rx,RX,2024-MOMTF-000102,268,,,,2/25/2024 3:04:04 PM,268,Madison,US-MO,Undetermined,,EACC,,,,,,,,,,,,,,1,,2/26/2024 2:12:07 PM,FI,8c614282-070e-4587-89e5-f7711558f6f3,d488524b-f644-49c2-85fe-9cea425e5efe,5,6,-90.387783,37.474
296,Roby Lake Unit B RX,RX,2024-MOMTF-000082,498,,,,2/23/2024 2:01:00 PM,498,Texas,US-MO,Undetermined,,EACC,,,,,,,,,,,,,,1,,2/26/2024 2:12:30 PM,FI,d9227b45-59bf-479c-b281-36d92a8ab6ad,020ba484-c255-4f77-8c1f-8192f5155dfe,5,8,-92.122167,37.521667
297,Buckner RX,RX,2024-MOMTF-000080,613,,,,2/23/2024 1:24:00 PM,613,Texas,US-MO,Undetermined,,EACC,,,,,,,,,,,,,,1,,2/26/2024 2:13:13 PM,FI,b8abe137-6142-4e42-83bf-db63c77c8525,1644ac1d-44db-4f0a-bba4-0142b50dae87,5,9,-92.021333,37.5505000000001
298,Dixon Springs State Park RX,RX,2024-ILILS-240076,115,,,,2/26/2024 2:13:58 PM,,Pope,US-IL,Undetermined,,EACC,,,,,,,,,,,,,,1,,2/27/2024 12:53:36 AM,FI,c48cb8b9-0134-472c-a79f-821b1dcb72b5,f3061b91-277a-4f90-a424-31115a67e0fc,5,5,-88.65644,37.38136
299,Rx Cherokee 0171,RX,2024-TXTXS-240171,216.47,,0,,2/21/2024 2:00:00 PM,216.47,Cherokee,US-TX,Undetermined,,SACC,,,Type 1 Prescribed Fire,0,,,,,,,,,,1,,2/26/2024 2:39:41 PM,FI,17096713-500f-430e-81b4-74f278e6ae67,6255c607-06fe-47db-bfcc-ed9798558f9d,5,10,-94.90799,31.55875
300,Rx Anderson 0237,RX,2024-TXTXS-240237,303,,0,,2/24/2024 2:22:00 PM,303,Anderson,US-TX,Undetermined,,SACC,,,Type 1 Prescribed Fire,0,,,,,,,,,,1,,2/26/2024 2:43:57 PM,FI,d082c3e9-c21c-43e0-85d2-95557dab341a,76439ccf-cbdc-4eaa-a851-d90ccd0d33f8,5,7,-95.89083333,31.91361111
301,Rx Cherokee 0238,RX,2024-TXTXS-240238,72,,0,,2/24/2024 5:45:00 PM,72,Cherokee,US-TX,Undetermined,,SACC,,,Type 1 Prescribed Fire,0,,,,,,,,,,1,,2/26/2024 2:45:07 PM,FI,a127167f-1e68-42e4-963e-54b5cb2ab901,02cce5e5-b759-4d83-b81b-2db39c64173d,5,7,-95.05222222,32.0413888900001
